filename,Numeral,Intonation,Speaker
41352.wav,16,question,80
41353.wav,50,bored,6
41355.wav,6,question,96
41356.wav,16,excited,87
41362.wav,100,neutral,88
41363.wav,11,question,4
41365.wav,8,bored,93
41366.wav,14,bored,117
41367.wav,0,bored,139
41368.wav,15,neutral,114
41370.wav,14,excited,35
41371.wav,8,neutral,2
41376.wav,18,question,49
41379.wav,9,bored,67
41380.wav,12,neutral,54
41381.wav,14,question,108
41382.wav,70,neutral,114
41383.wav,5,bored,114
41384.wav,14,excited,97
41385.wav,14,bored,107
41387.wav,17,bored,46
41389.wav,14,bored,0
41391.wav,40,excited,124
41393.wav,50,question,91
41394.wav,13,question,62
41398.wav,1000000,question,50
41400.wav,40,excited,111
41402.wav,6,bored,2
41403.wav,13,neutral,7
41404.wav,2,bored,26
41405.wav,6,neutral,131
41406.wav,13,question,62
41409.wav,20,bored,27
41411.wav,11,question,7
41413.wav,11,neutral,30
41416.wav,70,neutral,6
41417.wav,20,excited,93
41418.wav,80,excited,140
41419.wav,17,bored,30
41420.wav,6,neutral,85
41423.wav,10,excited,19
41424.wav,5,bored,52
41425.wav,7,neutral,2
41426.wav,4,bored,18
41427.wav,40,bored,48
41428.wav,20,excited,31
41429.wav,1,excited,2
41433.wav,11,bored,14
41434.wav,7,bored,4
41437.wav,0,neutral,83
41438.wav,17,excited,45
41440.wav,30,question,76
41442.wav,17,neutral,50
41443.wav,0,bored,71
41444.wav,18,bored,101
41447.wav,30,neutral,24
41448.wav,1000000000,question,58
41449.wav,10,question,104
41450.wav,7,neutral,28
41451.wav,4,excited,148
41453.wav,60,question,33
41455.wav,4,neutral,89
41457.wav,1000,bored,71
41458.wav,50,question,82
41459.wav,10,excited,17
41460.wav,12,excited,93
41461.wav,14,excited,50
41462.wav,60,excited,57
41463.wav,1,excited,137
41464.wav,15,neutral,17
41466.wav,50,excited,53
41467.wav,5,bored,124
41469.wav,5,neutral,41
41472.wav,10,excited,88
41475.wav,20,bored,29
41476.wav,17,question,42
41478.wav,1000000000,excited,139
41479.wav,17,excited,111
41481.wav,3,question,21
41486.wav,90,excited,113
41487.wav,30,excited,145
41488.wav,6,question,55
41490.wav,30,excited,128
41491.wav,50,bored,153
41493.wav,2,question,38
41494.wav,50,bored,105
41495.wav,1000000000,question,109
41497.wav,8,question,120
41498.wav,19,excited,46
41499.wav,8,bored,110
41500.wav,8,question,56
41501.wav,40,question,22
41503.wav,60,excited,89
41505.wav,8,neutral,153
41510.wav,8,question,75
41511.wav,60,excited,24
41512.wav,12,neutral,13
41514.wav,6,question,34
41515.wav,12,excited,32
41519.wav,2,bored,59
41520.wav,8,excited,153
41523.wav,17,question,75
41525.wav,40,excited,25
41526.wav,20,bored,70
41527.wav,0,excited,142
41531.wav,30,neutral,60
41532.wav,1,excited,46
41533.wav,18,excited,35
41534.wav,9,question,148
41536.wav,17,question,143
41537.wav,0,bored,142
41539.wav,4,bored,45
41540.wav,0,excited,63
41541.wav,15,excited,12
41543.wav,40,question,35
41544.wav,90,neutral,60
41546.wav,15,question,50
41550.wav,15,bored,150
41552.wav,1000000000,question,8
41553.wav,12,question,47
41555.wav,8,excited,90
41556.wav,5,question,45
41558.wav,1000000,question,147
41560.wav,14,question,0
41562.wav,5,excited,111
41563.wav,0,excited,66
41564.wav,1000,question,94
41566.wav,80,neutral,66
41567.wav,10,question,135
41568.wav,11,neutral,4
41569.wav,20,question,102
41570.wav,11,neutral,43
41571.wav,2,question,64
41572.wav,90,excited,65
41575.wav,4,neutral,96
41577.wav,9,question,49
41578.wav,5,neutral,29
41579.wav,70,excited,116
41580.wav,19,question,53
41582.wav,1000,bored,37
41583.wav,3,excited,37
41584.wav,16,excited,133
41585.wav,1000,excited,101
41586.wav,13,excited,83
41587.wav,90,neutral,67
41588.wav,1000,question,31
41589.wav,10,excited,105
41590.wav,2,excited,5
41592.wav,7,neutral,69
41594.wav,9,question,119
41595.wav,3,excited,116
41596.wav,8,bored,131
41597.wav,90,excited,114
41599.wav,0,neutral,76
41600.wav,1000000000,question,32
41601.wav,10,bored,139
41606.wav,11,question,151
41607.wav,40,bored,0
41608.wav,19,bored,17
41610.wav,3,bored,153
41611.wav,3,neutral,51
41613.wav,6,question,119
41614.wav,90,excited,120
41615.wav,0,question,15
41616.wav,18,neutral,142
41618.wav,40,question,24
41619.wav,60,question,126
41620.wav,7,question,53
41622.wav,2,bored,57
41623.wav,8,question,71
41624.wav,30,bored,77
41625.wav,4,question,138
41628.wav,6,excited,69
41629.wav,11,excited,56
41630.wav,90,neutral,22
41631.wav,20,bored,53
41632.wav,9,neutral,32
41634.wav,16,neutral,83
41635.wav,10,bored,98
41636.wav,80,question,145
41637.wav,80,question,40
41638.wav,14,excited,87
41640.wav,100,bored,104
41641.wav,9,excited,52
41643.wav,1000000000,neutral,119
41645.wav,90,question,9
41646.wav,0,neutral,109
41648.wav,1000000000,neutral,102
41650.wav,4,excited,93
41651.wav,40,excited,113
41654.wav,1000000000,neutral,17
41655.wav,1000000000,excited,28
41656.wav,7,question,29
41657.wav,50,question,18
41659.wav,10,bored,78
41660.wav,1000000000,question,134
41662.wav,6,bored,95
41665.wav,40,excited,139
41666.wav,9,excited,5
41667.wav,3,excited,56
41671.wav,12,bored,108
41672.wav,16,question,145
41673.wav,7,excited,120
41675.wav,70,question,8
41676.wav,13,neutral,54
41677.wav,6,bored,86
41678.wav,2,question,65
41681.wav,5,bored,53
41682.wav,19,excited,27
41684.wav,80,excited,68
41685.wav,70,excited,113
41686.wav,17,excited,138
41687.wav,16,excited,147
41690.wav,0,question,146
41691.wav,50,bored,79
41692.wav,18,excited,134
41693.wav,30,neutral,68
41694.wav,14,neutral,141
41698.wav,0,neutral,111
41699.wav,1000000,bored,146
41700.wav,6,neutral,50
41701.wav,60,neutral,113
41702.wav,40,neutral,33
41706.wav,16,bored,110
41707.wav,100,bored,85
41708.wav,30,question,128
41709.wav,1000000,bored,90
41710.wav,17,excited,151
41711.wav,18,question,138
41712.wav,1000000,neutral,110
41713.wav,1000000,bored,106
41714.wav,100,bored,151
41715.wav,12,neutral,63
41716.wav,2,question,116
41718.wav,7,neutral,7
41719.wav,70,neutral,127
41720.wav,13,question,22
41723.wav,1000000000,excited,86
41725.wav,3,neutral,61
41727.wav,20,question,67
41728.wav,1000000000,neutral,2
41730.wav,13,excited,17
41731.wav,1000000,neutral,121
41732.wav,0,excited,8
41734.wav,1000,neutral,133
41735.wav,1,excited,45
41736.wav,12,question,85
41738.wav,1,question,50
41739.wav,70,excited,23
41740.wav,70,neutral,111
41741.wav,1000000000,excited,72
41743.wav,1,excited,56
41744.wav,14,bored,52
41745.wav,4,question,54
41746.wav,0,bored,92
41747.wav,20,question,91
41750.wav,6,neutral,146
41752.wav,9,excited,13
41753.wav,11,neutral,90
41754.wav,90,neutral,31
41757.wav,15,question,48
41758.wav,9,neutral,48
41759.wav,15,question,52
41760.wav,1000,neutral,132
41761.wav,15,neutral,44
41762.wav,70,neutral,99
41763.wav,11,neutral,143
41765.wav,80,question,58
41766.wav,2,bored,94
41767.wav,14,bored,72
41769.wav,5,excited,28
41770.wav,0,bored,85
41771.wav,0,bored,75
41772.wav,17,question,8
41774.wav,14,bored,71
41775.wav,30,question,55
41776.wav,12,question,72
41777.wav,18,question,10
41779.wav,50,bored,121
41780.wav,16,bored,108
41782.wav,30,question,59
41783.wav,50,question,33
41784.wav,90,neutral,34
41785.wav,19,bored,59
41786.wav,2,excited,13
41787.wav,60,bored,141
41788.wav,30,question,20
41790.wav,11,bored,118
41792.wav,7,question,153
41793.wav,18,neutral,127
41794.wav,1000000,neutral,31
41795.wav,2,excited,113
41796.wav,19,question,139
41797.wav,3,question,121
41801.wav,9,excited,20
41802.wav,10,question,31
41803.wav,17,neutral,68
41804.wav,16,neutral,61
41805.wav,80,bored,82
41806.wav,0,question,57
41807.wav,17,neutral,127
41808.wav,7,neutral,41
41810.wav,9,excited,6
41811.wav,19,excited,144
41813.wav,5,excited,3
41814.wav,80,neutral,33
41815.wav,8,excited,125
41816.wav,80,neutral,45
41817.wav,16,question,16
41822.wav,3,question,84
41823.wav,40,bored,18
41825.wav,19,bored,57
41827.wav,12,question,128
41828.wav,13,excited,36
41829.wav,7,question,34
41830.wav,12,bored,69
41831.wav,30,neutral,131
41832.wav,9,bored,22
41833.wav,9,neutral,140
41835.wav,16,question,73
41838.wav,1000000,bored,45
41839.wav,8,neutral,79
41840.wav,0,excited,137
41842.wav,4,excited,48
41843.wav,17,neutral,93
41844.wav,15,question,42
41845.wav,70,excited,37
41846.wav,8,bored,99
41847.wav,100,bored,112
41848.wav,50,bored,21
41849.wav,5,excited,120
41850.wav,7,question,127
41851.wav,30,neutral,145
41852.wav,4,excited,82
41854.wav,60,neutral,83
41856.wav,40,excited,41
41857.wav,18,neutral,51
41858.wav,1000000000,bored,25
41860.wav,14,neutral,97
41861.wav,70,neutral,12
41863.wav,1000000000,question,41
41864.wav,30,excited,67
41865.wav,11,question,50
41867.wav,90,bored,47
41870.wav,40,bored,30
41871.wav,12,bored,113
41872.wav,1000,excited,141
41873.wav,12,neutral,15
41874.wav,7,excited,102
41875.wav,14,excited,10
41876.wav,1000000,neutral,61
41877.wav,1000,excited,143
41878.wav,50,question,121
41879.wav,60,neutral,57
41880.wav,60,neutral,114
41881.wav,100,neutral,110
41884.wav,4,neutral,3
41885.wav,11,excited,35
41886.wav,9,excited,152
41887.wav,13,question,139
41888.wav,30,question,72
41889.wav,90,excited,92
41890.wav,16,neutral,39
41891.wav,11,bored,96
41892.wav,15,bored,34
41893.wav,9,bored,21
41894.wav,7,question,78
41896.wav,10,question,34
41897.wav,90,excited,29
41898.wav,7,bored,19
41899.wav,70,neutral,60
41900.wav,40,question,67
41903.wav,2,neutral,9
41904.wav,2,bored,43
41905.wav,80,question,38
41908.wav,1000,excited,121
41909.wav,10,excited,15
41911.wav,70,question,49
41912.wav,1000000,bored,92
41913.wav,11,excited,135
41914.wav,80,neutral,120
41915.wav,30,bored,57
41916.wav,70,neutral,33
41917.wav,6,bored,61
41918.wav,80,question,49
41919.wav,0,bored,64
41920.wav,30,question,51
41921.wav,9,excited,4
41922.wav,12,excited,129
41923.wav,1000000000,neutral,87
41925.wav,7,neutral,66
41927.wav,1000000000,neutral,69
41930.wav,20,bored,18
41931.wav,12,excited,53
41932.wav,9,neutral,88
41933.wav,5,neutral,90
41934.wav,1000000000,neutral,95
41935.wav,90,question,53
41936.wav,1,neutral,91
41937.wav,50,question,36
41939.wav,1000,bored,146
41940.wav,15,question,128
41941.wav,2,excited,105
41942.wav,2,neutral,24
41943.wav,19,bored,17
41948.wav,13,neutral,113
41949.wav,0,excited,23
41951.wav,18,question,44
41952.wav,8,bored,142
41953.wav,70,bored,96
41954.wav,15,bored,6
41955.wav,40,neutral,36
41956.wav,2,excited,111
41957.wav,5,bored,77
41958.wav,80,bored,8
41962.wav,0,bored,17
41964.wav,80,excited,121
41965.wav,6,neutral,68
41966.wav,7,question,133
41967.wav,50,bored,26
41968.wav,17,question,121
41969.wav,8,question,93
41970.wav,1,bored,100
41971.wav,8,question,120
41972.wav,17,excited,133
41975.wav,5,question,151
41976.wav,100,excited,15
41977.wav,50,excited,58
41980.wav,1000000,question,49
41982.wav,8,excited,127
41985.wav,10,neutral,39
41986.wav,40,neutral,29
41987.wav,6,excited,148
41988.wav,70,neutral,72
41989.wav,15,excited,124
41990.wav,5,neutral,39
41991.wav,1,neutral,51
41992.wav,3,neutral,75
41993.wav,1000,bored,76
41995.wav,70,excited,41
41996.wav,1000,excited,63
41999.wav,14,question,143
42001.wav,17,question,35
42002.wav,11,question,144
42003.wav,5,bored,88
42007.wav,100,excited,150
42008.wav,1000,bored,82
42010.wav,11,question,62
42011.wav,40,question,71
42012.wav,12,bored,29
42014.wav,18,bored,118
42016.wav,4,excited,147
42017.wav,19,excited,35
42019.wav,5,neutral,10
42021.wav,70,excited,100
42022.wav,7,neutral,13
42023.wav,1000,bored,153
42024.wav,1,excited,39
42025.wav,15,bored,75
42026.wav,11,excited,60
42027.wav,1000000,question,122
42028.wav,14,excited,36
42031.wav,20,excited,86
42032.wav,40,neutral,64
42033.wav,40,excited,145
42034.wav,17,neutral,56
42035.wav,12,question,37
42036.wav,8,bored,1
42037.wav,0,excited,5
42039.wav,100,excited,72
42042.wav,1000000000,excited,145
42043.wav,18,excited,60
42045.wav,1000000000,excited,83
42046.wav,1000000,excited,150
42047.wav,1000000,excited,89
42049.wav,13,question,42
42051.wav,11,question,72
42054.wav,8,excited,93
42056.wav,17,neutral,93
42057.wav,3,excited,77
42058.wav,12,neutral,139
42059.wav,19,bored,151
42061.wav,17,bored,113
42064.wav,90,bored,17
42065.wav,12,question,102
42066.wav,17,neutral,70
42069.wav,17,bored,101
42070.wav,7,excited,32
42071.wav,70,neutral,38
42072.wav,40,excited,83
42074.wav,4,bored,52
42075.wav,19,excited,11
42076.wav,19,excited,54
42077.wav,1000,excited,12
42079.wav,17,neutral,140
42081.wav,14,bored,115
42082.wav,3,neutral,94
42084.wav,2,excited,73
42085.wav,60,excited,31
42086.wav,15,question,93
42087.wav,70,neutral,73
42089.wav,1,question,109
42090.wav,17,neutral,130
42091.wav,14,question,49
42092.wav,17,bored,67
42093.wav,2,bored,104
42096.wav,0,question,137
42097.wav,1,question,126
42099.wav,1000000000,neutral,67
42100.wav,0,neutral,99
42101.wav,10,question,78
42104.wav,3,question,100
42105.wav,40,question,39
42106.wav,2,bored,20
42107.wav,1000,question,137
42108.wav,16,neutral,86
42109.wav,60,question,86
42110.wav,6,excited,135
42111.wav,11,excited,45
42112.wav,13,question,113
42114.wav,13,question,128
42115.wav,16,neutral,118
42117.wav,6,neutral,138
42118.wav,20,question,103
42120.wav,1,neutral,104
42121.wav,90,bored,33
42122.wav,1000,excited,36
42124.wav,30,question,2
42125.wav,7,excited,143
42128.wav,18,excited,71
42131.wav,8,bored,104
42133.wav,40,bored,137
42135.wav,7,bored,56
42136.wav,20,question,126
42138.wav,4,bored,108
42139.wav,90,bored,4
42140.wav,7,neutral,98
42141.wav,6,question,105
42142.wav,5,question,139
42143.wav,13,neutral,153
42145.wav,16,excited,36
42150.wav,13,question,70
42151.wav,0,bored,87
42152.wav,12,question,22
42154.wav,13,bored,128
42155.wav,11,question,13
42156.wav,3,excited,71
42157.wav,1000000,neutral,77
42161.wav,7,bored,49
42164.wav,8,excited,97
42166.wav,40,bored,48
42167.wav,1000000,question,35
42170.wav,8,excited,87
42171.wav,9,bored,132
42176.wav,16,bored,23
42177.wav,18,bored,16
42178.wav,4,excited,52
42180.wav,20,question,62
42181.wav,18,neutral,46
42182.wav,1000000000,neutral,23
42183.wav,16,excited,21
42186.wav,18,neutral,38
42187.wav,1,question,35
42188.wav,14,bored,47
42189.wav,70,bored,4
42191.wav,80,neutral,105
42192.wav,30,excited,93
42194.wav,1000000,question,124
42196.wav,1000000,neutral,54
42197.wav,90,bored,26
42198.wav,10,bored,82
42199.wav,13,neutral,147
42200.wav,50,question,101
42201.wav,1000000000,question,40
42202.wav,1,bored,132
42203.wav,40,excited,61
42204.wav,4,neutral,1
42207.wav,6,question,43
42208.wav,19,excited,75
42209.wav,20,question,49
42210.wav,19,neutral,32
42211.wav,17,question,5
42212.wav,20,neutral,33
42213.wav,1,excited,83
42215.wav,9,question,145
42217.wav,90,bored,100
42218.wav,5,neutral,18
42219.wav,20,question,133
42220.wav,70,neutral,129
42221.wav,20,bored,85
42223.wav,10,question,90
42225.wav,11,excited,77
42227.wav,7,neutral,49
42228.wav,11,excited,37
42229.wav,7,bored,81
42231.wav,19,neutral,20
42233.wav,50,question,6
42234.wav,1000000,excited,42
42236.wav,90,excited,84
42238.wav,15,question,152
42241.wav,18,bored,114
42242.wav,12,question,120
42244.wav,19,excited,152
42245.wav,18,bored,47
42246.wav,20,excited,61
42247.wav,12,excited,2
42249.wav,6,bored,55
42250.wav,10,question,96
42252.wav,18,bored,62
42254.wav,16,excited,122
42255.wav,16,question,15
42258.wav,3,bored,25
42260.wav,5,neutral,96
42261.wav,0,bored,116
42262.wav,1000000,question,90
42263.wav,17,bored,139
42265.wav,11,neutral,125
42267.wav,7,question,85
42268.wav,60,neutral,73
42270.wav,14,bored,0
42271.wav,17,neutral,111
42272.wav,90,bored,71
42273.wav,1000,neutral,78
42274.wav,90,bored,35
42275.wav,16,neutral,17
42277.wav,1000000,neutral,58
42278.wav,1,bored,72
42279.wav,9,excited,109
42280.wav,80,question,39
42281.wav,4,neutral,10
42283.wav,20,bored,136
42284.wav,70,question,127
42285.wav,9,bored,47
42286.wav,2,bored,51
42287.wav,3,question,64
42289.wav,6,bored,125
42291.wav,13,excited,37
42293.wav,50,excited,104
42296.wav,1000,excited,84
42297.wav,11,question,45
42298.wav,17,bored,36
42299.wav,80,question,13
42300.wav,10,neutral,4
42301.wav,9,bored,80
42302.wav,7,excited,104
42304.wav,4,bored,85
42305.wav,12,bored,81
42307.wav,1,neutral,58
42308.wav,2,question,101
42309.wav,80,question,125
42310.wav,40,excited,60
42313.wav,20,question,78
42316.wav,100,neutral,36
42317.wav,13,question,58
42318.wav,20,question,130
42319.wav,9,excited,11
42320.wav,90,excited,59
42322.wav,70,excited,84
42323.wav,16,excited,86
42324.wav,3,question,143
42325.wav,7,bored,97
42326.wav,60,question,43
42327.wav,30,neutral,61
42328.wav,1000000,bored,11
42329.wav,60,neutral,6
42330.wav,1,neutral,143
42331.wav,3,bored,52
42332.wav,2,neutral,113
42335.wav,4,question,80
42337.wav,16,bored,67
42339.wav,10,neutral,151
42340.wav,30,excited,91
42341.wav,70,excited,128
42342.wav,50,excited,152
42344.wav,14,question,111
42346.wav,15,question,30
42347.wav,80,bored,45
42349.wav,12,bored,83
42350.wav,30,bored,64
42351.wav,1000,excited,135
42353.wav,60,excited,42
42355.wav,10,excited,85
42356.wav,80,question,139
42358.wav,16,neutral,122
42359.wav,1000,excited,39
42360.wav,60,excited,112
42362.wav,4,excited,132
42364.wav,100,neutral,69
42368.wav,0,neutral,20
42369.wav,4,bored,50
42370.wav,7,neutral,76
42372.wav,10,question,103
42373.wav,14,excited,59
42374.wav,100,question,30
42375.wav,50,bored,137
42376.wav,8,excited,132
42378.wav,12,bored,46
42381.wav,3,bored,139
42382.wav,9,question,67
42383.wav,17,question,46
42385.wav,100,neutral,88
42386.wav,14,neutral,49
42387.wav,10,bored,147
42389.wav,10,question,12
42390.wav,7,bored,67
42391.wav,50,neutral,78
42392.wav,11,excited,113
42393.wav,14,bored,101
42396.wav,18,bored,65
42397.wav,90,bored,130
42398.wav,20,bored,128
42400.wav,16,question,79
42401.wav,70,neutral,23
42403.wav,0,question,151
42404.wav,15,bored,151
42406.wav,9,question,102
42407.wav,70,neutral,30
42408.wav,20,question,151
42410.wav,14,question,28
42411.wav,1000,question,97
42412.wav,1,excited,46
42413.wav,30,excited,109
42414.wav,14,question,70
42417.wav,8,bored,36
42418.wav,3,bored,128
42419.wav,7,neutral,16
42420.wav,60,excited,21
42421.wav,13,excited,153
42423.wav,1000000000,neutral,46
42426.wav,30,neutral,133
